,section,speech,narrated,emotional_NRC,neutral_NRC,positive_NRC,negative_NRC,speech_emotional_NRC,narrated_emotional_NRC,speech_neutral_NRC,narrated_neutral_NRC
nh0001_1,1,58.36177474402731,41.638225255972685,35.153583617747444,64.84641638225256,13.993174061433447,8.873720136518774,10.921501706484642,24.232081911262803,47.44027303754266,17.4061433447099
nh0001_2,2,56.996587030716725,43.00341296928328,44.709897610921495,55.290102389078505,10.238907849829351,12.969283276450513,18.77133105802048,25.938566552901026,38.22525597269625,17.064846416382252
nh0001_3,3,47.7815699658703,52.2184300341297,50.51194539249146,49.48805460750854,16.723549488054605,14.675767918088734,13.651877133105804,36.860068259385656,34.129692832764505,15.358361774744028
nh0001_4,4,47.7815699658703,52.2184300341297,47.44027303754266,52.55972696245734,12.969283276450513,14.334470989761092,11.262798634812286,36.177474402730375,36.518771331058026,16.040955631399314
nh0001_5,5,59.32203389830508,40.67796610169492,38.983050847457626,61.016949152542374,13.220338983050848,9.830508474576273,13.559322033898303,25.423728813559322,45.76271186440679,15.254237288135593
nh0002_1,1,29.39958592132505,70.60041407867493,50.10351966873706,49.89648033126294,21.22153209109731,12.008281573498964,5.590062111801243,44.51345755693582,23.809523809523807,26.08695652173913
nh0002_2,2,44.92753623188405,55.07246376811594,43.581780538302276,56.41821946169773,18.426501035196686,10.869565217391305,9.420289855072463,34.16149068322981,35.507246376811594,20.91097308488613
nh0002_3,3,46.99792960662526,53.00207039337474,37.267080745341616,62.732919254658384,14.699792960662524,7.453416149068322,11.076604554865424,26.190476190476193,35.921325051759844,26.811594202898554
nh0002_4,4,46.68737060041408,53.31262939958592,36.64596273291926,63.35403726708075,15.63146997929607,7.971014492753622,8.902691511387163,27.74327122153209,37.7846790890269,25.56935817805383
nh0002_5,5,52.680412371134025,47.319587628865975,32.164948453608254,67.83505154639175,14.020618556701029,8.041237113402063,8.350515463917525,23.81443298969072,44.329896907216494,23.505154639175252
nh0003_1,1,44.11764705882353,55.88235294117647,33.088235294117645,66.91176470588235,12.5,8.088235294117647,8.823529411764708,24.264705882352942,35.29411764705883,31.617647058823533
nh0003_2,2,53.67647058823529,46.32352941176471,30.14705882352941,69.85294117647058,14.705882352941178,5.882352941176469,13.970588235294118,16.176470588235293,39.70588235294117,30.14705882352941
nh0003_3,3,51.470588235294116,48.529411764705884,33.82352941176471,66.17647058823529,15.441176470588234,3.6764705882352944,16.911764705882355,16.911764705882355,34.55882352941176,31.617647058823533
nh0003_4,4,40.44117647058824,59.558823529411754,30.882352941176467,69.11764705882352,9.558823529411764,11.029411764705882,7.352941176470589,23.529411764705877,33.088235294117645,36.02941176470589
nh0003_5,5,43.165467625899275,56.834532374100725,25.89928057553957,74.10071942446042,4.316546762589929,12.949640287769785,4.316546762589929,21.582733812949638,38.84892086330935,35.25179856115108
nh0004_1,1,55.721393034825866,44.278606965174134,37.3134328358209,62.6865671641791,14.925373134328355,9.950248756218906,13.432835820895527,23.88059701492537,42.288557213930346,20.39800995024876
nh0004_2,2,77.61194029850745,22.388059701492534,36.81592039800995,63.18407960199005,16.91542288557214,5.970149253731343,24.875621890547265,11.940298507462686,52.73631840796021,10.44776119402985
nh0004_3,3,57.21393034825871,42.78606965174129,40.796019900497505,59.203980099502495,17.412935323383085,7.4626865671641776,16.91542288557214,23.88059701492537,40.29850746268657,18.905472636815922
nh0004_4,4,33.33333333333333,66.66666666666666,51.7412935323383,48.2587064676617,10.44776119402985,15.422885572139304,7.4626865671641776,44.278606965174134,25.87064676616915,22.388059701492534
nh0004_5,5,39.40886699507389,60.59113300492611,41.379310344827594,58.620689655172406,13.300492610837441,13.300492610837441,7.389162561576356,33.99014778325123,32.01970443349754,26.600985221674883
nh0005_1,1,39.473684210526315,60.526315789473685,71.9298245614035,28.070175438596486,42.982456140350884,6.140350877192982,23.684210526315788,48.24561403508772,15.789473684210524,12.280701754385964
nh0005_2,2,52.631578947368425,47.368421052631575,64.03508771929825,35.96491228070175,42.982456140350884,4.385964912280701,28.947368421052637,35.08771929824561,23.684210526315788,12.280701754385964
nh0005_3,3,25.438596491228072,74.56140350877193,57.017543859649116,42.982456140350884,36.84210526315789,5.263157894736842,15.789473684210524,41.2280701754386,9.649122807017543,33.33333333333333
nh0005_4,4,31.578947368421048,68.42105263157895,73.68421052631578,26.315789473684212,32.45614035087719,13.157894736842106,23.684210526315788,50.0,7.894736842105262,18.421052631578945
nh0005_5,5,47.45762711864407,52.54237288135593,68.64406779661016,31.355932203389827,24.576271186440678,9.322033898305083,29.66101694915254,38.983050847457626,17.796610169491522,13.559322033898303
nh0006_1,1,38.27956989247311,61.72043010752689,58.064516129032256,41.935483870967744,32.25806451612903,8.38709677419355,17.20430107526882,40.86021505376344,21.0752688172043,20.860215053763444
nh0006_2,2,58.494623655913976,41.505376344086024,53.33333333333334,46.66666666666666,30.10752688172043,5.806451612903227,26.021505376344084,27.31182795698925,32.473118279569896,14.193548387096774
nh0006_3,3,62.365591397849464,37.63440860215053,45.59139784946237,54.40860215053763,20.43010752688172,10.752688172043008,26.23655913978495,19.354838709677423,36.129032258064505,18.27956989247312
nh0006_4,4,64.08602150537635,35.913978494623656,46.23655913978494,53.76344086021504,17.419354838709676,10.10752688172043,27.741935483870968,18.494623655913976,36.344086021505376,17.419354838709676
nh0006_5,5,30.49040511727079,69.5095948827292,54.58422174840085,45.41577825159915,19.189765458422176,14.285714285714285,12.793176972281449,41.7910447761194,17.69722814498934,27.718550106609808
nh0007_1,1,69.84924623115577,30.15075376884422,50.753768844221106,49.246231155778894,14.070351758793972,14.572864321608037,30.90452261306533,19.849246231155774,38.944723618090464,10.301507537688444
nh0007_2,2,49.497487437185924,50.502512562814076,54.52261306532663,45.47738693467337,15.829145728643216,17.839195979899497,21.356783919597987,33.165829145728644,28.140703517587944,17.336683417085432
nh0007_3,3,45.226130653266324,54.773869346733676,64.321608040201,35.678391959798994,24.874371859296478,17.336683417085432,25.376884422110553,38.944723618090464,19.849246231155774,15.829145728643216
nh0007_4,4,46.231155778894475,53.768844221105525,52.76381909547738,47.23618090452261,17.839195979899497,17.336683417085432,15.829145728643216,36.934673366834176,30.402010050251256,16.834170854271356
nh0007_5,5,39.19597989949749,60.80402010050251,52.01005025125628,47.98994974874372,14.070351758793972,18.341708542713565,15.57788944723618,36.4321608040201,23.618090452261306,24.37185929648241
nh0008_1,1,40.38054968287528,59.61945031712473,40.80338266384778,59.19661733615222,11.20507399577167,11.416490486257928,7.610993657505285,33.19238900634249,32.76955602536998,26.427061310782236
nh0008_2,2,53.48837209302325,46.511627906976734,38.68921775898521,61.310782241014785,11.839323467230447,10.570824524312897,12.896405919661731,25.792811839323463,40.59196617336153,20.718816067653275
nh0008_3,3,48.20295983086682,51.79704016913318,36.78646934460888,63.21353065539113,13.31923890063425,6.765327695560254,5.496828752642706,31.289640591966172,42.70613107822409,20.507399577167014
nh0008_4,4,23.044397463002113,76.95560253699789,47.14587737843553,52.85412262156447,18.181818181818183,9.725158562367863,5.496828752642706,41.649048625792815,17.54756871035941,35.30655391120507
nh0008_5,5,37.632135306553906,62.367864693446094,42.07188160676533,57.92811839323468,13.530655391120508,13.742071881606766,7.399577167019028,34.6723044397463,30.232558139534877,27.69556025369979
nh0009_1,1,47.514619883040936,52.485380116959064,52.485380116959064,47.514619883040936,15.64327485380117,16.52046783625731,22.076023391812864,30.4093567251462,25.438596491228072,22.076023391812864
nh0009_2,2,33.771929824561404,66.22807017543859,66.95906432748538,33.04093567251462,12.42690058479532,24.561403508771928,19.298245614035086,47.66081871345029,14.473684210526313,18.567251461988302
nh0009_3,3,17.690058479532162,82.30994152046783,59.941520467836256,40.058479532163744,15.204678362573096,18.128654970760234,8.47953216374269,51.46198830409357,9.210526315789473,30.84795321637427
nh0009_4,4,14.1812865497076,85.81871345029239,72.6608187134503,27.33918128654971,18.128654970760234,22.66081871345029,8.625730994152047,64.03508771929825,5.5555555555555545,21.783625730994157
nh0009_5,5,21.751824817518244,78.24817518248175,68.75912408759123,31.24087591240876,19.12408759124088,19.56204379562044,13.576642335766422,55.18248175182482,8.175182481751825,23.06569343065693
nh0010_1,1,39.794754846066134,60.20524515393386,40.478905359179016,59.521094640820984,16.761687571265682,8.20980615735462,11.174458380843783,29.304446978335232,28.620296465222353,30.90079817559863
nh0010_2,2,44.355758266818704,55.644241733181296,37.51425313568985,62.485746864310144,16.761687571265682,6.499429874572406,13.112884834663625,24.401368301026224,31.242873432155072,31.242873432155072
nh0010_3,3,39.90877993158495,60.09122006841506,42.64538198403649,57.35461801596351,17.901938426453817,8.551881413911062,12.770809578107185,29.874572405929307,27.137970353477765,30.216647662485748
nh0010_4,4,42.98745724059293,57.01254275940707,48.688711516533644,51.311288483466356,28.164196123147093,4.903078677309008,14.709236031927025,33.97947548460662,28.278221208665904,23.033067274800448
nh0010_5,5,25.568181818181817,74.43181818181817,55.45454545454545,44.54545454545455,26.022727272727273,7.5,11.363636363636365,44.09090909090909,14.204545454545455,30.34090909090909
nh0011_1,1,34.185303514377,65.814696485623,46.325878594249204,53.674121405750796,14.057507987220447,15.015974440894569,15.654952076677315,30.67092651757189,18.53035143769968,35.14376996805112
nh0011_2,2,51.43769968051119,48.56230031948881,36.10223642172525,63.897763578274756,15.015974440894569,9.584664536741213,16.293929712460066,19.80830670926517,35.14376996805112,28.753993610223645
nh0011_3,3,37.06070287539936,62.93929712460064,40.57507987220447,59.424920127795524,13.418530351437699,11.821086261980831,11.821086261980831,28.753993610223645,25.23961661341853,34.185303514377
nh0011_4,4,21.725239616613422,78.27476038338658,46.64536741214057,53.35463258785943,8.945686900958465,21.725239616613422,5.4313099041533555,41.21405750798722,16.293929712460066,37.06070287539936
nh0011_5,5,20.569620253164558,79.43037974683544,63.60759493670886,36.392405063291136,16.77215189873418,28.79746835443038,9.17721518987342,54.43037974683544,11.39240506329114,25.0
nh0012_1,1,7.547169811320754,92.45283018867924,62.26415094339622,37.735849056603776,13.584905660377359,22.641509433962263,3.39622641509434,58.867924528301884,4.150943396226415,33.58490566037736
nh0012_2,2,4.150943396226415,95.84905660377359,72.0754716981132,27.924528301886788,17.358490566037734,25.283018867924532,2.6415094339622645,69.43396226415094,1.509433962264151,26.41509433962264
nh0012_3,3,18.11320754716981,81.88679245283019,57.735849056603776,42.264150943396224,16.9811320754717,18.867924528301888,9.433962264150944,48.301886792452834,8.679245283018867,33.58490566037736
nh0012_4,4,29.811320754716984,70.18867924528301,53.20754716981133,46.79245283018867,9.811320754716984,21.132075471698123,8.30188679245283,44.905660377358494,21.509433962264147,25.283018867924532
nh0012_5,5,24.060150375939852,75.93984962406014,56.390977443609025,43.609022556390975,20.30075187969925,18.045112781954888,11.278195488721805,45.11278195488722,12.781954887218044,30.82706766917293
nh0013_1,1,39.58762886597938,60.41237113402062,44.53608247422681,55.4639175257732,22.061855670103093,7.628865979381443,9.484536082474227,35.051546391752574,30.103092783505158,25.360824742268036
nh0013_2,2,27.010309278350515,72.98969072164948,46.5979381443299,53.4020618556701,18.969072164948454,9.484536082474227,7.0103092783505145,39.58762886597938,20.0,33.4020618556701
nh0013_3,3,30.309278350515466,69.69072164948453,41.85567010309278,58.144329896907216,13.195876288659795,13.814432989690724,10.103092783505154,31.752577319587626,20.20618556701031,37.93814432989691
nh0013_4,4,38.96907216494846,61.03092783505154,44.123711340206185,55.876288659793815,14.63917525773196,10.515463917525773,11.340206185567009,32.78350515463917,27.628865979381448,28.24742268041237
nh0013_5,5,34.22131147540984,65.77868852459017,46.10655737704918,53.89344262295082,16.393442622950822,12.5,11.885245901639344,34.22131147540984,22.33606557377049,31.557377049180328
nh0014_1,1,34.84848484848485,65.15151515151516,65.15151515151516,34.84848484848485,30.303030303030305,12.12121212121212,18.939393939393934,46.21212121212121,15.909090909090908,18.939393939393934
nh0014_2,2,48.48484848484848,51.51515151515152,56.81818181818182,43.18181818181818,23.10606060606061,15.909090909090908,22.72727272727273,34.09090909090909,25.75757575757576,17.424242424242426
nh0014_3,3,49.24242424242424,50.75757575757576,59.09090909090909,40.90909090909091,13.257575757575758,20.833333333333336,26.51515151515152,32.57575757575758,22.72727272727273,18.181818181818183
nh0014_4,4,35.60606060606061,64.39393939393939,73.86363636363636,26.13636363636364,29.924242424242426,15.909090909090908,20.075757575757574,53.78787878787878,15.530303030303033,10.606060606060606
nh0014_5,5,44.905660377358494,55.094339622641506,71.69811320754717,28.301886792452827,18.867924528301888,27.924528301886788,30.56603773584905,41.132075471698116,14.339622641509434,13.962264150943394
nh0015_1,1,53.50877192982456,46.49122807017544,63.157894736842096,36.84210526315789,21.929824561403507,17.543859649122805,29.824561403508767,33.33333333333333,23.684210526315788,13.157894736842106
nh0015_2,2,64.91228070175438,35.08771929824561,50.0,50.0,9.649122807017543,21.929824561403507,31.578947368421048,18.421052631578945,33.33333333333333,16.666666666666664
nh0015_3,3,60.526315789473685,39.473684210526315,57.017543859649116,42.982456140350884,26.315789473684212,9.649122807017543,32.45614035087719,24.561403508771928,28.070175438596486,14.912280701754383
nh0015_4,4,62.280701754385966,37.719298245614034,56.14035087719297,43.85964912280701,12.280701754385964,19.298245614035086,35.96491228070175,20.175438596491226,26.315789473684212,17.543859649122805
nh0015_5,5,53.846153846153854,46.153846153846146,62.39316239316239,37.60683760683761,16.23931623931624,20.51282051282051,32.47863247863248,29.914529914529915,21.367521367521366,16.23931623931624
nh0016_1,1,8.196721311475411,91.80327868852459,44.91803278688525,55.08196721311476,12.131147540983608,15.081967213114755,2.622950819672131,42.295081967213115,5.573770491803278,49.50819672131147
nh0016_2,2,16.065573770491802,83.93442622950819,45.57377049180328,54.42622950819672,8.196721311475411,19.672131147540984,3.9344262295081966,41.639344262295076,12.131147540983608,42.295081967213115
nh0016_3,3,53.77049180327869,46.22950819672131,37.70491803278689,62.295081967213115,7.868852459016393,9.836065573770492,19.34426229508197,18.36065573770492,34.42622950819672,27.86885245901639
nh0016_4,4,21.9672131147541,78.03278688524591,50.163934426229496,49.836065573770504,10.163934426229508,14.426229508196723,8.852459016393443,41.31147540983607,13.114754098360656,36.72131147540984
nh0016_5,5,26.470588235294123,73.52941176470588,52.941176470588246,47.058823529411754,10.784313725490195,20.26143790849673,10.45751633986928,42.48366013071895,16.013071895424837,31.04575163398693
nh0017_1,1,76.44171779141105,23.558282208588963,38.48670756646217,61.51329243353785,14.846625766871163,7.402862985685071,23.39468302658487,15.0920245398773,53.04703476482617,8.466257668711656
nh0017_2,2,74.27402862985684,25.725971370143146,43.51738241308794,56.48261758691206,18.936605316973413,5.766871165644172,27.321063394683023,16.19631901840491,46.952965235173814,9.52965235173824
nh0017_3,3,77.01431492842534,22.98568507157464,34.39672801635992,65.60327198364007,14.151329243353784,4.9079754601227,20.572597137014316,13.824130879345605,56.44171779141104,9.161554192229039
nh0017_4,4,61.34969325153374,38.65030674846626,34.47852760736196,65.52147239263803,15.173824130879344,5.112474437627811,15.132924335378325,19.34560327198364,46.216768916155424,19.30470347648262
nh0017_5,5,70.1388888888889,29.86111111111111,33.82352941176471,66.17647058823529,13.153594771241831,6.372549019607844,17.483660130718953,16.33986928104575,52.655228758169926,13.52124183006536
nh0018_1,1,93.29896907216495,6.7010309278350535,27.319587628865982,72.68041237113401,14.432989690721648,2.5773195876288657,23.711340206185564,3.608247422680412,69.58762886597938,3.0927835051546397
nh0018_2,2,93.29896907216495,6.7010309278350535,34.5360824742268,65.4639175257732,17.010309278350515,4.123711340206185,28.865979381443296,5.6701030927835046,64.43298969072166,1.0309278350515465
nh0018_3,3,79.38144329896906,20.618556701030926,44.329896907216494,55.670103092783506,21.1340206185567,5.154639175257731,29.896907216494853,14.432989690721648,49.48453608247422,6.185567010309278
nh0018_4,4,35.56701030927835,64.43298969072166,53.60824742268043,46.39175257731959,23.711340206185564,8.24742268041237,8.24742268041237,45.360824742268036,27.319587628865982,19.07216494845361
nh0018_5,5,73.23232323232324,26.767676767676768,41.414141414141405,58.585858585858595,21.21212121212121,3.0303030303030303,19.696969696969692,21.717171717171716,53.535353535353536,5.05050505050505
nh0019_1,1,18.421052631578945,81.57894736842105,67.54385964912281,32.45614035087719,45.614035087719294,3.5087719298245608,7.894736842105262,59.649122807017534,10.526315789473683,21.929824561403507
nh0019_2,2,62.280701754385966,37.719298245614034,48.24561403508772,51.75438596491229,17.543859649122805,8.771929824561402,22.807017543859647,25.438596491228072,39.473684210526315,12.280701754385964
nh0019_3,3,30.701754385964914,69.2982456140351,64.91228070175438,35.08771929824561,20.175438596491226,17.543859649122805,11.403508771929824,53.50877192982456,19.298245614035086,15.789473684210524
nh0019_4,4,43.85964912280701,56.14035087719297,67.54385964912281,32.45614035087719,28.070175438596486,16.666666666666664,28.070175438596486,39.473684210526315,15.789473684210524,16.666666666666664
nh0019_5,5,57.894736842105274,42.105263157894726,58.771929824561404,41.2280701754386,17.543859649122805,17.543859649122805,29.824561403508767,28.947368421052637,28.070175438596486,13.157894736842106
nh0020_1,1,16.85214626391097,83.14785373608903,35.612082670906204,64.3879173290938,14.361420243773185,6.889242183359832,4.610492845786964,31.00158982511924,12.241653418124006,52.14626391096979
nh0020_2,2,33.59830418653948,66.40169581346052,33.01536830948596,66.98463169051404,14.096449390567036,7.525172231054585,9.273979862215157,23.741388447270797,24.324324324324326,42.66030736618972
nh0020_3,3,18.97191308956015,81.02808691043984,28.56385797562268,71.4361420243773,11.234764175940649,7.525172231054585,3.709591944886063,24.854266030736614,15.262321144674086,56.17382087970323
nh0020_4,4,26.762056173820877,73.23794382617912,27.02702702702703,72.97297297297297,11.128775834658187,6.942236354001058,4.87546369899311,22.151563328033923,21.886592474827772,51.086380498145196
nh0020_5,5,30.65113816834304,69.34886183165696,29.11593435680254,70.88406564319745,12.652196929592376,6.193753308628904,5.346744309158285,23.769190047644248,25.304393859184756,45.579671784012696
nh0022_1,1,21.942446043165468,78.05755395683454,61.15107913669065,38.84892086330935,18.165467625899282,16.72661870503597,8.453237410071942,52.69784172661871,13.489208633093526,25.359712230215827
nh0022_2,2,32.55395683453237,67.44604316546763,48.74100719424462,51.2589928057554,13.129496402877695,18.165467625899282,8.453237410071942,40.28776978417265,24.100719424460436,27.15827338129496
nh0022_3,3,22.66187050359712,77.33812949640287,58.453237410071935,41.546762589928065,13.129496402877695,22.66187050359712,6.474820143884893,51.97841726618705,16.18705035971223,25.359712230215827
nh0022_4,4,30.575539568345324,69.42446043165468,55.035971223021576,44.964028776978424,11.690647482014386,19.784172661870503,9.892086330935252,45.14388489208634,20.68345323741007,24.280575539568343
nh0022_5,5,32.73381294964029,67.26618705035972,49.64028776978417,50.35971223021583,13.129496402877695,21.22302158273381,10.431654676258994,39.20863309352518,22.302158273381295,28.057553956834532
nh0023_1,1,19.571865443425075,80.42813455657493,58.71559633027523,41.284403669724774,24.770642201834864,12.844036697247708,6.422018348623854,52.29357798165138,13.149847094801224,28.13455657492355
nh0023_2,2,40.0611620795107,59.93883792048929,46.788990825688074,53.21100917431193,12.844036697247708,14.37308868501529,12.538226299694188,34.25076452599388,27.522935779816518,25.68807339449541
nh0023_3,3,38.22629969418961,61.773700305810394,44.954128440366965,55.045871559633035,12.538226299694188,16.51376146788991,6.116207951070336,38.83792048929664,32.11009174311927,22.93577981651376
nh0023_4,4,46.48318042813457,53.516819571865454,40.672782874617745,59.32721712538226,9.48012232415902,15.902140672782874,10.703363914373089,29.969418960244646,35.77981651376147,23.547400611620798
nh0023_5,5,40.785498489425976,59.21450151057401,54.984894259818724,45.015105740181276,16.012084592145015,16.91842900302115,13.293051359516618,41.69184290030212,27.492447129909362,17.522658610271904
nh0054_1,1,33.24742268041237,66.75257731958763,60.481099656357394,39.51890034364261,19.329896907216497,18.81443298969072,15.893470790378005,44.58762886597938,17.353951890034367,22.164948453608247
nh0054_2,2,33.161512027491405,66.83848797250859,60.567010309278345,39.43298969072165,19.673539518900345,17.783505154639176,17.783505154639176,42.78350515463917,15.378006872852234,24.054982817869416
nh0054_3,3,22.422680412371136,77.57731958762886,63.831615120274904,36.16838487972508,19.759450171821307,18.55670103092784,11.082474226804123,52.749140893470795,11.340206185567009,24.828178694158076
nh0054_4,4,33.24742268041237,66.75257731958763,63.57388316151202,36.42611683848797,19.41580756013746,18.127147766323024,16.06529209621993,47.5085910652921,17.18213058419244,19.243986254295532
nh0054_5,5,27.910958904109588,72.08904109589042,62.842465753424655,37.157534246575345,27.22602739726027,14.46917808219178,14.383561643835616,48.45890410958904,13.527397260273974,23.63013698630137
nh0055_1,1,33.92857142857143,66.07142857142857,68.75,31.25,21.607142857142854,18.214285714285708,21.071428571428573,47.67857142857143,12.857142857142856,18.392857142857142
nh0055_2,2,28.75,71.25,80.17857142857143,19.82142857142857,21.071428571428573,22.321428571428577,21.428571428571427,58.75,7.321428571428572,12.5
nh0055_3,3,28.035714285714285,71.96428571428571,67.5,32.5,15.535714285714285,22.321428571428577,16.785714285714285,50.71428571428571,11.25,21.25
nh0055_4,4,18.571428571428573,81.42857142857143,65.35714285714286,34.64285714285714,15.714285714285715,23.214285714285715,10.0,55.35714285714286,8.571428571428571,26.07142857142857
nh0055_5,5,20.677361853832444,79.32263814616756,66.66666666666666,33.33333333333333,15.68627450980392,26.20320855614973,12.299465240641712,54.36720142602496,8.377896613190732,24.955436720142604
nh0056_1,1,23.947051744885677,76.05294825511432,63.537906137184116,36.46209386281589,16.967509025270758,20.697954271961493,13.357400722021664,50.18050541516246,10.589651022864018,25.872442839951862
nh0056_2,2,31.528279181708783,68.47172081829122,60.770156438026476,39.229843561973524,17.689530685920573,17.328519855595665,17.689530685920573,43.080625752105895,13.838748495788204,25.391095066185322
nh0056_3,3,20.697954271961493,79.30204572803851,68.59205776173286,31.40794223826715,17.930204572803852,20.81829121540313,13.116726835138389,55.47533092659447,7.581227436823103,23.826714801444048
nh0056_4,4,21.90132370637786,78.09867629362212,64.25992779783394,35.74007220216607,13.959085439229845,22.743682310469318,11.913357400722024,52.346570397111904,9.987966305655835,25.75210589651023
nh0056_5,5,30.215827338129497,69.7841726618705,59.47242206235012,40.52757793764989,14.268585131894483,20.863309352517987,16.426858513189448,43.04556354916067,13.788968824940047,26.738609112709828
nh0091_1,1,27.96208530805687,72.03791469194312,51.18483412322274,48.81516587677725,23.696682464454977,9.47867298578199,3.791469194312796,47.39336492890995,24.170616113744074,24.644549763033176
nh0091_2,2,47.39336492890995,52.60663507109005,43.127962085308056,56.87203791469194,25.59241706161137,6.161137440758294,8.056872037914692,35.07109004739337,39.33649289099526,17.535545023696685
nh0091_3,3,45.023696682464454,54.976303317535546,43.127962085308056,56.87203791469194,14.691943127962086,11.374407582938387,10.90047393364929,32.22748815165877,34.123222748815174,22.748815165876774
nh0091_4,4,27.488151658767773,72.51184834123224,58.76777251184834,41.23222748815166,17.061611374407587,19.431279620853086,8.056872037914692,50.71090047393365,19.431279620853086,21.80094786729858
nh0091_5,5,49.29577464788733,50.70422535211267,43.661971830985905,56.338028169014095,16.431924882629108,11.26760563380282,15.96244131455399,27.699530516431928,33.33333333333333,23.004694835680752
nh0096_1,1,55.45454545454545,44.54545454545455,48.18181818181818,51.81818181818182,15.909090909090908,10.454545454545453,21.363636363636363,26.81818181818182,34.09090909090909,17.727272727272727
nh0096_2,2,34.54545454545455,65.45454545454545,50.90909090909091,49.09090909090909,24.54545454545455,5.454545454545454,14.545454545454545,36.36363636363637,20.0,29.09090909090909
nh0096_3,3,63.18181818181819,36.81818181818181,53.18181818181819,46.81818181818182,20.909090909090907,12.727272727272727,33.18181818181819,20.0,30.0,16.818181818181817
nh0096_4,4,57.72727272727273,42.27272727272727,50.45454545454545,49.54545454545455,21.363636363636363,9.090909090909092,22.272727272727273,28.18181818181818,35.45454545454545,14.09090909090909
nh0096_5,5,45.70135746606335,54.29864253393665,42.081447963800905,57.9185520361991,8.144796380090497,14.932126696832581,16.742081447963802,25.339366515837106,28.95927601809955,28.95927601809955
nh0102_1,1,52.41090146750525,47.58909853249475,53.249475890985316,46.750524109014684,24.10901467505241,7.966457023060798,19.07756813417191,34.17190775681342,33.33333333333333,13.417190775681345
nh0102_2,2,56.60377358490565,43.39622641509435,48.63731656184486,51.36268343815514,19.49685534591195,10.482180293501047,20.12578616352201,28.51153039832285,36.477987421383645,14.884696016771489
nh0102_3,3,81.34171907756811,18.658280922431867,45.911949685534594,54.088050314465406,14.884696016771489,12.159329140461216,34.59119496855346,11.320754716981131,46.750524109014684,7.337526205450734
nh0102_4,4,66.0377358490566,33.9622641509434,45.492662473794546,54.507337526205454,16.561844863731658,7.756813417190775,23.270440251572328,22.222222222222218,42.767295597484285,11.740041928721174
nh0102_5,5,69.93736951983297,30.062630480167012,48.22546972860125,51.774530271398746,14.822546972860124,13.569937369519833,26.513569937369518,21.711899791231733,43.42379958246347,8.350730688935283
nh0219_1,1,48.518518518518526,51.481481481481474,57.03703703703704,42.96296296296296,23.33333333333333,13.333333333333336,29.259259259259252,27.777777777777782,19.259259259259263,23.703703703703702
nh0219_2,2,53.33333333333334,46.66666666666666,41.111111111111114,58.88888888888889,15.185185185185185,11.111111111111109,19.62962962962963,21.48148148148148,33.7037037037037,25.185185185185183
nh0219_3,3,54.444444444444436,45.555555555555564,36.66666666666666,63.33333333333333,10.74074074074074,8.888888888888891,21.48148148148148,15.185185185185185,32.96296296296296,30.37037037037037
nh0219_4,4,74.44444444444444,25.555555555555554,37.407407407407405,62.592592592592595,6.296296296296296,12.222222222222221,27.777777777777782,9.629629629629632,46.66666666666666,15.925925925925927
nh0219_5,5,72.16117216117215,27.83882783882784,30.76923076923077,69.23076923076923,11.355311355311356,9.523809523809524,21.978021978021975,8.791208791208794,50.183150183150175,19.047619047619047
nh0220_1,1,41.0958904109589,58.9041095890411,61.91780821917809,38.08219178082192,30.410958904109588,13.698630136986301,23.56164383561644,38.35616438356164,17.534246575342465,20.54794520547945
nh0220_2,2,41.0958904109589,58.9041095890411,51.78082191780822,48.21917808219178,20.82191780821918,12.32876712328767,14.52054794520548,37.26027397260275,26.575342465753426,21.64383561643836
nh0220_3,3,32.602739726027394,67.39726027397259,63.83561643835617,36.164383561643845,36.164383561643845,10.684931506849317,15.068493150684931,48.767123287671225,17.534246575342465,18.630136986301373
nh0220_4,4,38.630136986301366,61.36986301369865,63.01369863013698,36.98630136986301,27.123287671232877,15.068493150684931,17.808219178082194,45.20547945205479,20.82191780821918,16.164383561643838
nh0220_5,5,31.521739130434785,68.47826086956522,57.88043478260869,42.119565217391305,16.847826086956523,16.304347826086953,16.847826086956523,41.03260869565217,14.673913043478262,27.445652173913047
